N�_INVENTARIO;TITULO;NOMBRE_AUTOR;FECHA_CREACION;FONDO;ANCHO;ALTO;TECNICA;TIPO;MATERIAL_BASE;MATERIAL_SECUNDARIO;TEMATICA;ESTADO_PATRIMONIAL;USUARIO;ALTA;VALOR_ADQUISICION
1229219;LOS HIJOS DEL REY EDUARDO;"RUIPEREZ, LUIS";;0;108;89;;PINTURA;LIENZO;OLEO;COMPOSICION;Alta patrimonial;;COMPRAVENTA;12020.24
1229220;VISTA URBANA;DIAZ CEREZO;01.01.1976;0;50;36;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;90.15
1229221;CAMINANTE AZUL;"RUIZ, VICENTE";01.01.1985;0;89;116;;PINTURA;LIENZO;OLEO;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1803.04
1229222;FLORES;"CERDA, L.";01.01.1977;0;27;22;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;90.15
1229223;DEYA;RUIZ GARCIA-TREJO;01.01.1951;0;63;44;;PINTURA;PAPEL;ACUARELA;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1229224;PAISAJE MARITIMO;"RUIZ LLAMAS, GRACIA";01.01.1974;0;130;81;;PINTURA;OTROS;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;210.35
1229225;MOTIVO ABSTRACTO;"CHILLIDA, EDUARDO";;0;65;95;;PINTURA;PAPEL;TINTA;;Alta patrimonial;;COMPRAVENTA;7212.15
1229226;RO�A;"HERRERA, LUIS";01.01.1966;0;120;99;;PINTURA;TABLEX;OLEO;COMPOSICION;Alta patrimonial;;COMPRAVENTA;601.01
1229227;PUEBLO;DIAZ CEREZO;;0;35;25;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;90.15
1229228;MARINA;"RUIZ MARTINEZ, J.";01.01.1973;0;36;24;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;150.25
1229229;PAISAJE (PINOS);"CIER, MARUJA";;0;40;29;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;150.25
1229230;REYES MAGOS;"SAEZ, ASENSIO";;0;48;58;;PINTURA;PAPEL;ACUARELA;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;300.51
1229231;REGRESO DEL CEMENTERIO;"CLAROS, JOSE";01.01.1977;0;21;31;;PINTURA;PAPEL;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;240.40
1229232;MUJER CON PALOMAS;"SAEZ, ASENSIO";;0;61;50;;PINTURA;LIENZO;OLEO;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;1051.77
1229233;PUERTA DE SAN ESTEBAN;SALINAS CORREAS;01.01.1974;0;30;41;;PINTURA;PAPEL;ACUARELA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;150.25
1230619;COMPOSICION ABSTRACTA;ABELLO MARTIN;01.01.1971;0;69;48;;PINTURA;PAPEL;TINTA;;Alta patrimonial;;COMPRAVENTA;90.15
1232816;;;27.05.2002;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;12000.00
1232818;;;27.05.2002;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;10440.00
1233102;;"CORTILS, EDUARDO";01.01.2001;0;0;0;"PLATA,LENTES, TRANSPARENCIA F";OBJETO DE ARTE;;;;Alta patrimonial;;COMPRAVENTA;2440.64
1233103;;"TEJEO, RAFAEL";01.01.1825;0;0;0;OLEO SOBRE LIENZO;OBJETO DE ARTE;;;;Alta patrimonial;;COMPRAVENTA;22598.06
1233104;;MARTINEZ LAX;01.01.2002;0;0;0;HIERRO;OBJETO DE ARTE;;;;Alta patrimonial;;COMPRAVENTA;1917.48
1233356;;;01.01.1886;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;0.00
1233359;archivo fotografido m blaya;;01.01.1949;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;0.00
1235650;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;45.08
1235749;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;10.19
1235750;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;84.14
1235751;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;18.00
1235760;;"BELZUNCE, MANOLO";;0;0;0;;OBJETO DE ARTE;;;;Alta patrimonial;;COMPRAVENTA;9616.00
1235953;;"FRUCTUOSO, MIGUEL";;0;0;0;;OBJETO DE ARTE;;;;Alta patrimonial;;COMPRAVENTA;0.00
1236219;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;9.47
1236220;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;5.00
1236221;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;16.23
1236222;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;12.62
1236223;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;12.62
1236224;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;12.62
1236225;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;12.62
1236228;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;12.62
1236325;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;9.02
1236326;CREACION DE EMPRESAS.GUIA DESARR.INIC.EMPRESARIAL.;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;14.00
1236327;"INFORMACION JUVENIL,CONCEPTOS,TEC.Y ORGANIZACION";;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;14.42
1236995;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;15.00
1236996;;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;224.15
1240151;"AUTOR: LOPEZ PELLICER, JOSE ANTONIO";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;48.00
1240152;"AUTOR: VICENTE GIMENEZ, TERESA";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;18.00
1240356;"PLANTAS MEDICINALES, EL DIOSCORIDES RENOVADO";;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1240358;CONTRATOS DE LAS ADMINISTRACIONES PUBLICAS;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1241020;SOIL NUTRIENT BIOAVAILABILITY:A MECHANISTIC...;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1243527;"PLANTAS DE EXTRACTOS,LAS BASES PARA UN PLAN DE...";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;48.08
1243528;PLANTAS MEDICINALES DE LA COMUNIDAD VALENCIANA;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;18.03
1243529;"CULTIVO DE LAS PLANTAS MEDICINALES,AROMATICAS Y CO";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;29.00
1243530;"PLANTAS MEDICINALES, EL DIOSCORIDES RENOVADO";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;51.08
1243531;NITROGEN EXCRETION.FISH PHYSIOLOGY VOL.20;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;162.16
1243532;TUNA PHYSIOLOGY ECOLOGY AND EVOLUTION.FISH PHYSICO;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;180.19
1243533;INGENIERIA GENETICA Y TRANSFERENCIA GENETICA;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;22.25
1243534;CONTRATOS DE LAS ADMINISTRACIONES PUBLICAS;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;17.50
1243535;"REGIMEN JURIDICO DEL GASTO PUBLICO,PRESUPUESTACION";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;32.00
1243536;"PLASTICOS Y LA AGRICULTURA,LOS PLASTIC AND AGRICUL";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;42.07
1243537;USE OF REMOTE SENSING TECHINQUES IN IRRIGATION AND;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;42.07
1243538;"CROP EVAPOTRANSPIRATION,GUIDELINES POR COMPUTING";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;49.06
1243539;"PLANT ROOTS. THE HIDDEN HALF""";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;375.63
1243540;PLANTAS PARASITAS;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1243735;EFICACIA FRENTE A TERCEROS DE LAS SENTENCIAS CON..;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;32.50
1243736;COMENTARIOS A LA LEY 10/1998 DE 21 DE ABRIL DE...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;15.03
1243737;COMENTARIO A LA LEGISLACION DE EVALUACION DE...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;41.48
1243738;ARRENDAMIENTOS RUSTICOS HISTORICOS.COMENTARIO...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;23.65
1243739;RESPONSABILIDAD ADMINISTRATIVA;CONFLICTOS DE ...;;;0;0;0;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;25.63
1243740;COMENTARIOS AL TEXTO REFUNDIDO DE LA LEY DE ...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;43.00
1243741;BUENAS PRACTICAS CINEGETICAS;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;21.00
1243742;ORDENACION TERRITORIAL Y URBANISTICA DE LA REGION;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;48.00
1243743;INFORMES DE LA JUNTA CONSULTIVA DE CONTRATACION;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;12.48
1244480;THESAURUS SINONIMOS Y ANTONIMOS Y ASOCIACION DE...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;69.68
1244565;REGIMEN JURIDICO DE LA CONCENTRACION PARCELARIA.;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;23.75
1244566;"CODIGO CIVIL,COMENTARIOS JURISPRUDENCIA.CONCORDAN.";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;52.00
1244567;CODIGO DE LAS LEYES ADMINISTRATIVAS;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;209.16
1244568;CODIGO DE CONTRATACION ADMINISTRATIVA;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;31.25
1244569;EFICACIA FRENTE A TERCEROS DE LAS SENTENCIAS CON..;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;32.50
1244674;;MARINA NU�EZ;;190;82;0;INFOGRAFIA S/PAPEL S/ALUMINIO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;3005.00
1244691;;"FRUCTUOSO, MIGUEL";;15;205;140;DURATRANS EN CAJA DE LUZ;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;6623.60
1244711;;MARINA NU�EZ;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;3486.96
1245579;;"CHARRIS, ANGEL MATEO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;3137.80
1247703;INGENIERIA MEDIOAMBIENTAL APLICADA A LA RECONVER..;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1247704;"CONTAMINACION DEL SUELO.ESTUDIOS,TRATAMIENTO Y ...";;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1247705;COMENTARIO A LA LEGISLACION DE EVALUACION DE...;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1247706;ORDENACION TERRITORIAL Y URBANISTICA DE LA REGION;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1247707;DERECHO PUBLICO DE LA COMUNIDAD AUTONOMA DE LA ...;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1247708;CURSO DE DERECHO ADMINISTRATIVO VOL.1;;;0;0;0;;LIBRO-ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;0.00
1247709;PLAGAS Y ENFERMEDADES DE LOS CITRICOS;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;24.00
1247710;ENFERMEDADES DE LOS CITRICOS MONOGRAFIA DE LA ...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;28.85
1247711;"ENFERMEDADES DE LA PATATA,PREVENCION Y DEFENSA";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;12.02
1247712;"INGENIERIA Y MECANIZACION VITICOLA""";;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;48.08
1247713;PLAGAS Y ENFERMEDADES DE LOS FRUTALES DE PEPITA...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;23.44
1247714;ENFERMEDADES DE LOS FRUTALES DE HUESO;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;28.85
1250382;;;;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;21035.00
1250436;;"JIMENEZ, CARMEN";;0;78;149;OLEO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1743.48
1250562;POSTHARVEST DISEASES OF FRUITS AND VEGETABLES;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;196.01
1250571;SOIL NUTRIENT BIOAVAILABILITY:A MECHANISTIC...;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;292.99
1250572;TRAITE D'IRRIGATION;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;158.08
1250573;MINERAL NUTRITION OF HIGHER PLANTS;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;112.58
1251001;MEDITERRANEO;"AVELLANEDA, MANUEL";;0;450;140;OLEO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;11994.70
1254919;;BALIBREA;01.01.2001;0;60;60;OLEO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1392.00
1254962;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254963;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254964;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254965;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254966;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254967;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254968;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254969;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254970;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254971;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254972;MURCIA ENTRE DOS SIGLOS;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1254973;;VARIOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;348.50
1261283;;;;0;0;0;;LIBRO-ARTISTICO;;;;Baja;;COMPRAVENTA;69.68
1301434;LUCES DEL MEDITERRANEO;"AVELLANEDA, MANUEL";02.01.2003;0;450;140;OLEO SOBRE LIENZO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;11994.70
1302167;;;01.01.2002;0;0;0;PINTURA AL �LEO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;100.00
1302442;;;;0;50;60;GRABADO CALCOGR�FICO;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;200.00
1302718;;;;0;0;0;;FONDO ARTISTICO ASAMBLEA REGI;;;;Alta patrimonial;;COMPRAVENTA;0.00
1302733;EL GRAN ARBOL;"AVELLANEDA, MANUEL";18.12.2002;0;65;50;SERIGRAFIAS ORIGINALES;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;243.00
1302734;TERRAZA EN LA HUERTA;"AVELLANEDA, MANUEL";18.12.2002;0;50;65;SERIGRAFIAS ORIGINALES;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;243.00
1302735;BAHIA EN EL MEDITERRANEO;"AVELLANEDA, MANUEL";18.12.2002;0;65;50;SERIGRAFIAS ORIGINALES;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;243.00
1302736;EL BANCO VERDE;"AVELLANEDA, MANUEL";18.12.2002;0;50;65;SERIGRAFIAS ORIGINALES;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;243.00
1302737;PAISAJE DE SECANO;"AVELLANEDA, MANUEL";18.12.2002;0;50;65;SERIGRAFIAS ORIGINALES;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;246.00
1307630;;CARMELA;;0;65;92;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;400.00
1312077;SAN JOS� CON NI�O;ESCUELA DE SALZILLO;;45;12;18;;ESCULTURA;;;;Baja;;SIN DEFINIR;0.00
1312078;RETRATO DE LICENCIADO CASCALES;"MESEGUER ALCARAZ, ANTONIO";;0;68;85;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312079;RETRATO DE C�NOVAS COBE�O;"MESEGUER ALCARAZ, ANTONIO";;0;68;85;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312080;SAN FRANCISCO JAVIER;ANONIMO;;0;34;45;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312081;RETRATO DEL CONDE DE FLORIDABLANCA;"MESEGUER ALCARAZ, ANTONIO";;0;68;85;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312082;RETRATO DE GARC�A ALIX;"MESEGUER ALCARAZ, ANTONIO";;0;68;85;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312083;RETRATO DE ALFONSO XIII;ANONIMO;;0;151;223;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312084;RETRATO DE SAAVEDRA FAJARDO;"MESEGUER ALCARAZ, ANTONIO";;0;0;0;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312085;RETRATO DE POLO MEDINA;"MESEGUER ALCARAZ, ANTONIO";;0;0;0;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312086;SAN JUAN NEPOMUCENO;ANONIMO;;0;65;108;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312087;RETRATO DE CLEMENC�N;"MESEGUER ALCARAZ, ANTONIO";;0;0;0;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312088;RETRATO DE RODR�GUEZ ALMELA;"MESEGUER ALCARAZ, ANTONIO";;0;68;85;;PINTURA;;;;Baja;;SIN DEFINIR;0.00
1312630;;BALIBREA;;1;22;16;OLEO;OTROS;;;;Alta patrimonial;;COMPRAVENTA;240.40
1313702;TABERNACULO DE SAN JUAN DE DIOS;ANONIMO;;0;0;0;;RETABLO;;;;Alta patrimonial;;;0.00
1313703;SAGRARIO DE SAN JUAN DE DIOS;ANONIMO;;0;0;0;;RETABLO;;;;Alta patrimonial;;SIN DEFINIR;1202.02
1332227;OROGENESIS;"FONTCUBERTA, JOAN";;0;180;120;MANIPULADOS POR ORDENADOR;FOTOGRAFIA;PAPEL;;;Alta patrimonial;;COMPRAVENTA;6275.60
1340127;MANOS EN FLOR II;OO;;0;103;50;PINTADO CON LAS MANOS CON T�M;PINTURA;;TEMPERA;;Alta patrimonial;;COMPRAVENTA;120.00
1340796;"FRA. N�M. 28, DE GALER�A LA AURORA";"AVELLANEDA, MANUEL";;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;2784.00
1342488;RESTO LEGADO;"FLORES, PEDRO";;0;0;0;;LEGADO DE OBRAS Y BIENES DE U;;;;Alta patrimonial;;SIN DEFINIR;61399.39
1352487;"OLEO TITULADO ""CARDO""";"CERDA, L.";;0;0;0;;PINTURA;OLEO;LIENZO;;Alta patrimonial;;COMPRAVENTA;580.00
1380782;LOS AZOTES;"FALGAS RIGAL, JOSE MARIA";;0;41;32;;PINTURA;;ACUARELA;;Alta patrimonial;;COMPRAVENTA;1050.00
1392328;CASTILLO TOTANA;"ARMI�ANA, VICENTE";01.01.1999;0;50;63;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;850.00
1412228;PALACIO DE CONGRESOS;"FERNANDEZ, LUIS J.";;0;100;70;ACUARELA MIXTA;PINTURA;PAPEL;ACUARELA;;Alta patrimonial;;COMPRAVENTA;2247.00
1416747;HUERTANO Y HUERTANA;"PINA NORTES, �NGEL";;0;0;0;GOUACHE SOBRE PAPEL;PINTURA;PAPEL;GOUACHE;;Alta patrimonial;;COMPRAVENTA;626.40
1420898;MI RECUERDO;"GARC�A TALAVERA, JUAN JOS�";01.01.1993;0;65;100;O/L. TECNICA MIXTA;PINTURA;;;;Alta patrimonial;;DONACION;1600.00
1420899;SPRATIDES;"GARC�A TALAVERA, JUAN JOS�";;0;60;80;O/L.;PINTURA;;;;Alta patrimonial;;DONACION;1200.00
1421236;CABALLO DE TROYA;"YAG�ES, PEPE";;0;0;0;;GRABADO;;;;Alta patrimonial;;COMPRAVENTA;5579.60
1421237;CARPETA LA VOZ SUMERGIDA;"HARO, ANGEL";;0;0;0;;GRABADO;;;;Alta patrimonial;;COMPRAVENTA;870.00
1442975;CUADRO DE NONO GARCIA;ANONIMO;;0;0;0;;PINTURA;;TELA;;Alta patrimonial;;COMPRAVENTA;1392.00
1442976;BEDUINA TOMANDO AGUA;"MOLINA SANCHEZ, LUIS";;0;0;0;;PINTURA;;TELA;;Alta patrimonial;;COMPRAVENTA;1899.00
1444894;SIN T�TULO;TERESA GARCIA MACABICH;;0;54;73;�LEO SOBRE LIENZO;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;450.00
1444895;SIN TITULO;OCTAVIANO;;0;45;36;HECHO CON PLUMILLA;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1000.00
1453733;ESCENA FAMILIAR. TRES SE�ORAS NI�O CON FONDO BARCA;;;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;28.75
1453734;RETRATO DE DOS SE�ORES DEL S.XIX;;;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;28.75
1454420;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;28;L�PIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454421;VARIOS;"MEDINA VERA, INOCENCIO";;0;28;44;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454422;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;28;VARIAS;PINTURA;PAPEL;LAPIZ;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1695.39
1454423;VARIOS;"MEDINA VERA, INOCENCIO";;0;0;0;VARIAS;PINTURA;PAPEL;LAPIZ;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1695.39
1454424;VARIOS;"MEDINA VERA, INOCENCIO";;0;28;44;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454425;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;28;VARIAS;PINTURA;PAPEL;OTROS;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454426;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;28;DIBUJO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454427;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;28;"LAPIZ GRAFITO, TINTA Y T�MPERA";PINTURA;PAPEL;TECNICA MIXTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454428;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;28;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454429;VARIOS;"MEDINA VERA, INOCENCIO";;0;45;29;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454430;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;45;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454431;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;27;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454432;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;46;"CARBONCILLO, TINTA";PINTURA;TINTA;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454433;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;29;VARIAS;PINTURA;TINTA;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454434;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;29;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454435;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;30;VARIAS;PINTURA;TINTA;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
